,name,location,type,adname,address
23,周湖茶场,"116.739303,23.371105",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,广寿街华丽家园西南侧约130米
24,绿韵园艺,"116.764743,23.354618",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,永安永南中街与永安汕充公路交叉口向北100米绿韵园艺
25,新溪镇莲子种植基地,"116.795886,23.39972",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,金鸿大道
26,得平养殖场,"116.794989,23.401292",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,津东路与金鸿公路交叉口西南320米
27,汕头市盈嘉种养专业合作社,"116.771587,23.380397",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,新兴路68号
28,盛猛种植农民专业合作社,"116.801457,23.392108",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,大兴村中心路南15巷7号
29,汕头市老洪园林绿化有限公司(花城店),"116.728040,23.395670",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,嵩山北路汕头花城花城路33号
30,博雅居农场,"116.743062,23.440652",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,迎宾北路凤窖华侨学校北侧约70米
31,汕头市龙湖区大衙蔬菜种养专业合作社,"116.716747,23.457684",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,德泽路
32,利来园艺,"116.764683,23.371816",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,金砂东路金津桥北侧(香域水岸附近)
33,香域花木场,"116.765582,23.372838",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,沈海高速与金砂东路交叉路口往东北约250米
34,汕头高信花木苗圃基地,"116.734938,23.357304",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,金涛街汕头市金涛小学东南侧约70米
35,锦艺花木场,"116.765915,23.372136",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,金砂东路香域水岸3号门旁
36,汕头市龙湖区外砂五香溪家禽养殖专业合作社养殖场,"116.790015,23.428566",公司企业;农林牧渔基地;其它农林牧渔基地,龙湖区,外砂五香溪
37,本港海鲜水产,"116.597032,23.320857",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,东方街道浔洄
38,森态园艺,"116.678938,23.377846",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,大学路吉祥工业区
39,码头花木场,"116.698141,23.397446",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,护堤路大路村北侧约90米
40,天港种植园,"116.626578,23.373267",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,天港中路
41,滨利水产养殖有限公司,"116.678191,23.422177",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,青年路与月津路交叉路口往西北约250米
42,茂诚花木园(第三分场),"116.591799,23.436134",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,
43,信自然五谷杂粮种植基地,"116.690707,23.401228",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,马西中路38号新洲工业园1幢
44,金窖家庭农场,"116.694677,23.412576",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,赤窖大道老柑园厝
45,绿康花木培植基地,"116.683136,23.412466",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,揭东路与揭阳路交叉口北200米
46,老林果园,"116.620070,23.374552",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,071县道与天港南路交叉口东南40米
47,番石榴园,"116.619116,23.378762",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,071县道东50米
48,汕头市园林管理处鮀岛苗圃场,"116.683428,23.429944",公司企业;农林牧渔基地;其它农林牧渔基地,金平区,青年路沟南山沟农庄前面
49,中海度假村幸福农场,"116.688368,23.229816",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,中海·龙虎滩北
50,达濠番茄种植基地,"116.700537,23.264556",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,泰和食品旁
51,温室育苗场,"116.652934,23.288816",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,河浦大道中段南侧丹樱生态园内
52,澳士兰生态观光牧场,"116.659348,23.252270",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,河浦大道国土局濠江区国土局西侧
53,广澳虾场,"116.809728,23.236815",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,
54,健信农场,"116.690318,23.285238",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,莘湖路与湖海路交叉口西500米
55,广东尚丰生态农业园,"116.705511,23.266162",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,马滘街道大众路尾麦田肚青松木业后面东北侧
56,开心农场,"116.716199,23.266454",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,马滘街道海星社区星和园九横十八号
57,钿源家庭农场,"116.665876,23.235420",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,滨海街道上头社区上塭洋
58,绿翠花木场,"116.680275,23.236062",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,滨海街道林后居委顶池西1号
59,欢集农场,"116.686858,23.229825",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,中信大道与规划路3交叉口北200米
60,达濠区林场,"116.721682,23.295141",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,礐石风景名胜区达濠区林场
61,河浦养殖场,"116.695716,23.270991",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,宣武街汕头渡西寺附近
62,亚热带雨林区,"116.686550,23.332341",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,礐石海旁路4号礐石风景名胜区附近焰峰景区内
63,绿泰园林,"116.667445,23.325626",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,228国道与324国道交叉口东南400米
64,大坪养殖场,"116.659324,23.268292",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,玉新街道燎原社区
65,汕头市银岛养殖专业合作社,"116.632830,23.315645",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,324国道与福昆线交叉口西北520米
66,汕头市牧天农业科技有限公司,"116.637301,23.279969",公司企业;农林牧渔基地;其它农林牧渔基地,濠江区,河浦街道河北社区石音坑水库下
67,市鱼苗场,"116.588283,23.245548",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,城西五路与城西西路交叉路口往东北约210米
68,松园茶庄,"116.421705,23.355683",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,饶中路与惠民路交叉口东南120米
69,十亩花田,"116.659529,23.209830",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,海门镇坑尾村沟古内片一巷号
70,灿兴园艺,"116.440114,23.282852",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,环南路金宝贝幼儿园西南侧约160米
71,汕头市顺杰农机种养合作社,"116.466619,23.235680",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,粤华路
72,陈富佳马蹄种植,"116.379041,23.464985",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,桥陈村
73,大南居委浩峰种养场,"116.615394,23.241215",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,潮海路潮阳区城南大南小学西侧约100米
74,养猪场,"116.625287,23.194974",公司企业;农林牧渔基地;家禽养殖基地,潮阳区,和睦中学南侧约220米
75,鹏兴农场(杨梅观光自摘),"116.467725,23.412008",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,鹏兴农场杨梅观光自摘附近
76,平南村林场,"116.575765,23.285375",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
77,双望村林场,"116.583195,23.268159",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
78,梅西村林场,"116.516787,23.268835",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
79,和平镇林场,"116.489190,23.271874",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,星光路
80,东棚农场,"116.434542,23.421599",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
81,洋贝村林场,"116.435761,23.436110",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,关埠镇洋贝村道
82,波头村林场,"116.426321,23.430233",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,关埠镇
83,谷饶镇农场,"116.405535,23.379300",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
84,大联村林场,"116.415431,23.445464",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,S234与新宫路交叉路口往东南约100米
85,沟南村林场,"116.383307,23.381266",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,谷饶镇
86,乌滘村林场,"116.379133,23.384430",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
87,坑仔村林场,"116.372008,23.372132",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
88,大寨农场,"116.375773,23.402345",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
89,贵屿镇林场,"116.363944,23.393777",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
90,金玉镇农场,"116.374653,23.443652",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金灶镇金高路
91,阳木花圃,"116.539247,23.258006",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,福昆线汕头市潮阳区职业技术学校西南侧约300米
92,小丽草莓园,"116.395050,23.348447",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,谷饶镇东明村工业路
93,龙港农庄,"116.368631,23.477273",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
94,浙江草莓场,"116.459411,23.248249",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,324国道与北环大道交叉口东160米
95,潮阳区鱼苗场,"116.586998,23.319015",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
96,普宁花木场,"116.611652,23.275785",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,城东大道汕头市高级技工学校(潮阳分校)北侧约110米
97,企头沟农园,"116.530692,23.357897",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,河溪镇桑田村西田桥
98,园林景观花圃,"116.512447,23.359204",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,S234(潮揭路)
99,陂头鱼苗养殖场,"116.474994,23.376682",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,潮揭路59号
100,汕头市广丰养殖基地,"116.511714,23.275651",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
101,喜丰农场,"116.470641,23.406048",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,西胪镇埔尾村白宫前洋
102,网地埔杨梅园,"116.468879,23.411423",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,西胪镇埔尾村
103,胜前赛鸽联队,"116.435172,23.290978",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,兴富路247号
104,汕头市潮阳区御龙农场,"116.501169,23.233632",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,和平镇下寨乡
105,新龙莲雾种植基地,"116.481327,23.203410",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,和惠公路新龙乡盐汀交界处
106,果物吉市(舒荣村),"116.385897,23.460184",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
107,果物吉市(桥陈村),"116.379459,23.460979",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
108,国嘉苗圃场,"116.470241,23.424066",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
109,斌斌土蜜蜂养殖场,"116.384632,23.494159",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金灶镇仙阳村南路往南方向30米
110,金灶玉林(青枣)采摘园,"116.389068,23.466771",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金灶镇
111,老矮三捻橄榄园,"116.362187,23.419696",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,159乡道与151乡道交叉口西北360米
112,潮兴花木场,"116.478119,23.228410",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,和平镇里美乡里南路路口
113,贵洋鸽舍,"116.341738,23.317384",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,贵屿镇后望村平南四巷5号
114,果苗种植园,"116.363854,23.417587",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金灶芦塘村159乡道
115,金灶盛记农场,"116.399204,23.485415",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,河下村
116,阿盛中蜂场,"116.413227,23.472470",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,玉路乡道
117,周发农场,"116.373927,23.320337",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
118,利民农场,"116.455692,23.432363",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,鸿达汽车服务中心旁边利民农场
119,金灶瑞源种养场,"116.430858,23.467132",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金灶镇灶内村
120,阿杰花木场,"116.442426,23.303637",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,铜盂镇洋美村新公路路口
121,秋洪花木场,"116.547338,23.243267",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金浦镇三堡小学向前200米
122,赤杜岭油甘科普园,"116.442029,23.394131",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,赤杜岭风景区
123,南海渔业养殖场,"116.672904,23.206905",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
124,金洪合作社,"116.515014,23.256524",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金浦街道梅西白石洋
125,雄兴花木场,"116.436456,23.279356",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,环南路新雅布行东侧约70米
126,洋贝昭兴杉场,"116.443755,23.451363",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
127,艺轩花木场,"116.556737,23.317276",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,河溪镇潮关路
128,茂新花木场,"116.405390,23.359285",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,惠民路与饶西路交叉口西200米
129,蝴蝶兰种植基地,"116.547235,23.257571",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,324国道与农崎路交叉口北20米
130,洋贝花木场,"116.440334,23.444344",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,关埠镇洋贝村路口50米
131,隆盛园,"116.417321,23.294496",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,铜盂镇老溪西北港路
132,港底老林场,"116.450556,23.420946",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
133,玉路鹅场,"116.414295,23.475991",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
134,阿泽犬舍,"116.434349,23.286080",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,兴富路与新兴路交叉口东北520米
135,汕头市德顺种养专业合作社,"116.540773,23.381815",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,西胪镇西胪港十五斗
136,汕头市南海渔业公司种苗场,"116.673258,23.206912",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,
137,汕头市澳泰种养专业合作社,"116.507457,23.203843",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,云溪禅寺附近
138,汕头市潮阳区河溪东荣种养场,"116.568158,23.299874",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,河溪镇华东村长营路海岩寺旁边
139,汕头市沃林农业种养专业合作社,"116.556861,23.259904",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,金浦街道南门苗井广汕公路北22号
140,汕头市潮阳区四海水产养殖基地,"116.632757,23.180455",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,海门镇澳内
141,汕头市潮阳区顺利农机专业合作社,"116.421214,23.304995",公司企业;农林牧渔基地;其它农林牧渔基地,潮阳区,新桥村
142,田心镇林场,"116.544721,23.147034",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇G15沈海高速
143,西勇农场,"116.49308,23.137634",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇西湖村林场犬头园
144,三凯兰园,"116.361481,23.288428",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
145,畅兴花木场,"116.386790,23.193744",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,汕头市潮南区职业技术教育中心西侧约200米
146,松兴园艺,"116.401646,23.260022",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,北环大道与上方大道交汇处前100米
147,合兴盛,"116.431323,23.232285",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,东环路与西环路交叉口西北150米
148,森雄种植有限公司,"116.563956,23.178883",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,井都镇森雄种植有限公司
149,潮乡葡萄沟,"116.528339,23.177469",体育休闲服务;休闲场所;采摘园|公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇东华村委会办公楼201房
150,阿鑫罗汉鱼场,"116.441870,23.218756",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,植英路溪尾植英小学东北侧约160米
151,志丰蔬菜种植场,"116.560964,23.179588",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,沈海高速
152,岭秀农场,"116.395395,23.254164",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,广汕公路峡山街道洋陈卫生站西侧约150米
153,古厝农场,"116.355750,23.206590",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
154,汕头市绿宛种养专业合作社,"116.530857,23.107681",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,G228与爱华路交叉路口往北约50米
155,汕头市铂乐园种养有限公司,"116.330347,23.202918",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,仙城镇利陂村坑坝洋888号
156,汕头市潮南区荣润种养专业合作社,"116.572739,23.196638",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,井都镇凤光村丹凤路南段
157,镇添虾池,"116.605661,23.217530",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
158,番石榴园,"116.521073,23.147689",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇田四村叶洋宫前番石榴园
159,阿扁农场,"116.546779,23.165251",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,井都镇诗家村外湖顶
160,潮发花木场,"116.496754,23.188372",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇和惠路段
161,山佳果业(潮南区基地),"116.479441,23.192179",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,学校路
162,锋盛花木场,"116.399558,23.259259",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,北环大道洋汾林路段
163,开心农场,"116.391281,23.253842",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,洋汾陈村学校边
164,三弟花木场,"116.452706,23.262728",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,环城公路东溪晓升中学东侧约270米
165,泽明鸽舍,"116.408759,23.232313",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
166,乐兴花木场,"116.466652,23.230340",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,粤华路
167,辉发花木场,"116.397481,23.244942",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
168,绿康源花木场,"116.316649,23.250128",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陈店镇文光乡陈仙公路258号
169,啊五羊场,"116.338374,23.199198",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
170,大堀洋果园,"116.427094,23.202484",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,峡新公路
171,灏辉园,"116.402214,23.260369",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,北环大道与上方大道交叉口西80米
172,肥仔养殖场,"116.327777,23.202820",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
173,千叶蝴蝶兰基地,"116.488347,23.156581",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
174,轩景花木场,"116.448960,23.181318",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陈沙公路上陇希望小学南侧约260米
175,东北花木场,"116.399901,23.201907",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英东北游泳池路口
176,锦记花木场,"116.380764,23.216975",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,东英路与古美西四街交叉口东南300米
177,华发生态园,"116.309428,23.273555",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陈店镇西环路湖西段金雀幼儿园悦莱兴门业旁边
178,叠石柑园,"116.419467,23.170044",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇叠石村
179,青青园苗圃场,"116.488721,23.157672",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田青青园苗圃场(陈沙公路南)
180,汕头市源生地种养有限公司,"116.308418,23.108595",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,苏光村
181,汕头市潮南区浩顺种植专业合作社,"116.453028,23.262464",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,环城公路
182,汕头市溪尾脐橙专业合作社,"116.443302,23.211196",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,胪岗镇溪尾周村沟南五
183,峡山街道潮东生猪定点屠宰场,"116.443305,23.266769",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,环城公路群星幼儿园(潮东园)西北侧约280米
184,汕头市华隆绿生态农业有限公司,"116.536844,23.099903",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,华林村林场
185,糖灶农场,"116.354087,23.121373",公司企业;农林牧渔基地;农场,潮南区,雷岭镇龟山村
186,星辉生态种养农场-蝴蝶兰种植基地,"116.457453,23.212592",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,胪岗镇政府往港头方向约500米处
187,双山村捕鱼场,"116.552610,23.150133",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,双山村捕鱼场西南90米
188,华林村林场,"116.534702,23.101782",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇G15沈海高速
189,新中林场,"116.424738,23.144983",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
190,新联林场,"116.421761,23.144395",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
191,仙斗林场,"116.414184,23.152460",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
192,下东浦林场,"116.391604,23.131055",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇红场镇巫字学校东450米
193,新民林场,"116.456962,23.169697",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
194,浩溪林场,"116.495807,23.123930",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
195,田心林场,"116.498909,23.119175",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,陇田镇
196,林楼林场,"116.461811,23.147971",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
197,仙新林场,"116.423990,23.177437",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
198,溪西林场,"116.494459,23.111615",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
199,简朴村林场,"116.466736,23.129626",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,成田镇
200,华林林场,"116.502246,23.102255",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
201,风吹村林场,"116.405847,23.185049",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇
202,东北村林场,"116.390533,23.191719",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇陈沙公路
203,家美林场,"116.441621,23.130093",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
204,东波林场,"116.447499,23.117391",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
205,家一林场,"116.437033,23.123054",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,311乡道北100米
206,成田镇茶场,"116.451431,23.111650",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
207,虎空林场,"116.344882,23.071365",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
208,西新林场,"116.404953,23.142713",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
209,溪尾林场,"116.388225,23.145665",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
210,沙陂林场,"116.433219,23.090521",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
211,秋风岭农场,"116.360334,23.166493",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,235省道东100米
212,上小坑村林场,"116.335874,23.200647",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇
213,利陂村林业总场,"116.325321,23.201603",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,仙城镇狮母棚
214,仙城镇林场,"116.314430,23.203107",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,仙城镇翠峰岩寺东南750米
215,审公处林场,"116.370719,23.114769",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
216,古厝林场,"116.329418,23.166253",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,两英镇水头村
